service,port,protocol
jaus,3794,tcp
jaus,3794,udp
myblast,3795,tcp
myblast,3795,udp
idps,3797,tcp
idps,3797,udp
minilock,3798,tcp
minilock,3798,udp
pwgpsi,3800,udp
pwgpsi,3800,tcp
vhd,3802,udp
vhd,3802,tcp
soniqsync,3803,tcp
soniqsync,3803,udp
tcpdataserver,3805,tcp
tcpdataserver,3805,udp
wsmlb,3806,tcp
wsmlb,3806,udp
spugna,3807,tcp
spugna,3807,udp
apocd,3809,tcp
apocd,3809,udp
wlanauth,3810,tcp
wlanauth,3810,udp
amp,3811,tcp
amp,3811,udp
lansurveyorxml,3815,tcp
lansurveyorxml,3815,udp
tapeware,3817,tcp
tapeware,3817,udp
scp,3820,tcp
scp,3820,udp
pmcp,3821,tcp
pmcp,3821,udp
dvapps,3831,tcp
dvapps,3831,udp
xxnetserver,3832,tcp
xxnetserver,3832,udp
spectardata,3834,tcp
spectardata,3834,udp
spectardb,3835,tcp
spectardb,3835,udp
sos,3838,tcp
sos,3838,udp
flirtmitmir,3840,tcp
flirtmitmir,3840,udp
nhci,3842,tcp
nhci,3842,udp
rnm,3844,tcp
rnm,3844,udp
item,3848,tcp
item,3848,udp
spectraport,3851,tcp
spectraport,3851,udp
sscan,3853,tcp
sscan,3853,udp
opentrac,3855,tcp
opentrac,3855,udp
informer,3856,tcp
informer,3856,udp
sasp,3860,tcp
sasp,3860,udp
xpl,3865,tcp
xpl,3865,udp
dzdaemon,3866,tcp
dzdaemon,3866,udp
dzoglserver,3867,tcp
dzoglserver,3867,udp
diameter,3868,tcp
fagordnc,3873,tcp
fagordnc,3873,udp
sixxsconfig,3874,tcp
sixxsconfig,3874,udp
pnbscada,3875,udp
pnbscada,3875,tcp
dl_agent,3876,tcp
dl_agent,3876,udp
fotogcad,3878,tcp
fotogcad,3878,udp
igrs,3880,tcp
igrs,3880,udp
idac,3881,tcp
idac,3881,udp
msdts1,3882,tcp
msdts1,3882,udp
vrpn,3883,tcp
vrpn,3883,udp
ndsconnect,3890,tcp
ndsconnect,3890,udp
senip,3898,tcp
senip,3898,udp
udt_os,3900,udp
udt_os,3900,tcp
nimsh,3901,tcp
nimsh,3901,udp
nimaux,3902,tcp
nimaux,3902,udp
charsetmgr,3903,tcp
charsetmgr,3903,udp
mupdate,3905,tcp
mupdate,3905,udp
hppronetman,3908,tcp
hppronetman,3908,udp
surfcontrolcpa,3909,tcp
surfcontrolcpa,3909,udp
prnrequest,3910,tcp
prnrequest,3910,udp
prnstatus,3911,tcp
prnstatus,3911,udp
agcat,3915,tcp
agcat,3915,udp
wysdmc,3916,tcp
wysdmc,3916,udp
aftmux,3917,tcp
aftmux,3917,udp
pktcablemmcops,3918,tcp
pktcablemmcops,3918,udp
hyperip,3919,tcp
hyperip,3919,udp
exasoftport1,3920,tcp
exasoftport1,3920,udp
zmp,3925,tcp
zmp,3925,udp
winport,3926,tcp
winport,3926,udp
natdataservice,3927,tcp
natdataservice,3927,udp
mailprox,3936,tcp
mailprox,3936,udp
dvbservdscport,3937,tcp
dvbservdscport,3937,udp
dbcontrol_agent,3938,tcp
dbcontrol_agent,3938,udp
aamp,3939,udp
aamp,3939,tcp
srdp,3942,tcp
srdp,3942,udp
tig,3943,tcp
tig,3943,udp
sops,3944,tcp
sops,3944,udp
emcads,3945,tcp
emcads,3945,udp
backupedge,3946,tcp
backupedge,3946,udp
ccp,3947,tcp
ccp,3947,udp
apdap,3948,tcp
apdap,3948,udp
drip,3949,tcp
drip,3949,udp
namemunge,3950,tcp
namemunge,3950,udp
pwgippfax,3951,tcp
pwgippfax,3951,udp
adrep,3954,tcp
adrep,3954,udp
p2pcommunity,3955,tcp
p2pcommunity,3955,udp
gvcp,3956,tcp
gvcp,3956,udp
treehopper,3959,tcp
treehopper,3959,udp
bess,3960,tcp
bess,3960,udp
proaxess,3961,tcp
proaxess,3961,udp
thrp,3963,tcp
thrp,3963,udp
sasggprs,3964,tcp
sasggprs,3964,udp
bflckmgr,3966,tcp
bflckmgr,3966,udp
ppsms,3967,tcp
ppsms,3967,udp
landmarks,3969,tcp
landmarks,3969,udp
lanrevagent,3970,tcp
lanrevagent,3970,udp
lanrevserver,3971,tcp
lanrevserver,3971,udp
iconp,3972,tcp
iconp,3972,udp
progistics,3973,tcp
progistics,3973,udp
citysearch,3974,tcp
citysearch,3974,udp
airshot,3975,tcp
airshot,3975,udp
opswagent,3976,tcp
opswagent,3976,udp
opswmanager,3977,tcp
opswmanager,3977,udp
smwan,3979,tcp
smwan,3979,udp
acms,3980,tcp
acms,3980,udp
starfish,3981,tcp
starfish,3981,udp
eis,3982,tcp
eis,3982,udp
eisp,3983,tcp
eisp,3983,udp
centerline,3987,udp
centerline,3987,tcp
objserver,3994,tcp
objserver,3994,udp
abcsoftware,3996,tcp
abscoftware,3996,udp
terabase,4000,udp
terabase,4000,tcp
newoak,4001,udp
newoak,4001,tcp
netcheque,4008,udp
netcheque,4008,tcp
altserviceboot,4011,udp
altserviceboot,4011,tcp
taiclock,4014,udp
taiclock,4014,tcp
trap,4020,udp
trap,4020,tcp
dnox,4022,udp
dnox,4022,tcp
partimage,4025,udp
partimage,4025,tcp
bxp,4027,udp
bxp,4027,tcp
suucp,4031,udp
suucp,4031,tcp
sanavigator,4033,udp
sanavigator,4033,tcp
ubxd,4034,udp
ubxd,4034,tcp
ravehd,4037,tcp
ravehd,4037,udp
houston,4041,udp
houston,4041,tcp
ldxp,4042,udp
ldxp,4042,tcp
nirp,4043,tcp
nirp,4043,udp
ltp,4044,tcp
ltp,4044,udp
npp,4045,tcp
npp,4045,udp
objadmin,4048,tcp
objadmin,4048,udp
wafs,4049,tcp
wafs,4049,udp
cppdp,4051,tcp
cppdp,4051,udp
interact,4052,tcp
interact,4052,udp
lms,4056,tcp
lms,4056,udp
wfm,4057,tcp
wfm,4057,udp
kingfisher,4058,tcp
kingfisher,4058,udp
dsmeter_iatc,4060,tcp
dsmeter_iatc,4060,udp
opencore,4089,tcp
opencore,4089,udp
omasgport,4090,tcp
omasgport,4090,udp
ewinstaller,4091,tcp
ewinstaller,4091,udp
ewdgs,4092,tcp
ewdgs,4092,udp
pvxpluscs,4093,tcp
pvxpluscs,4093,udp
sysrqd,4094,tcp
sysrqd,4094,udp
xtgui,4095,tcp
xtgui,4095,udp
bre,4096,udp
bre,4096,tcp
patrolview,4097,udp
patrolview,4097,tcp
drmsfsd,4098,udp
drmsfsd,4098,tcp
dpcp,4099,udp
dpcp,4099,tcp
shofarplayer,4105,tcp
shofarplayer,4105,udp
synchronite,4106,tcp
synchronite,4106,udp
accel,4108,tcp
accel,4108,udp
xgrid,4111,tcp
xgrid,4111,udp
jomamqmonitor,4114,udp
jomamqmonitor,4114,tcp
cds,4115,tcp
cds,4115,udp
xmlivestream,4117,tcp
xmlivestream,4117,udp
netscript,4118,tcp
netscript,4118,udp
xtreamx,4120,tcp
xtreamx,4120,udp
fprams,4122,tcp
fprams,4122,udp
nuts_dem,4132,udp
nuts_dem,4132,tcp
nuts_bootp,4133,udp
nuts_bootp,4133,tcp
nettest,4138,udp
nettest,4138,tcp
thrtx,4139,tcp
thrtx,4139,udp
cedros_fds,4140,tcp
cedros_fds,4140,udp
oirtgsvc,4141,udp
oirtgsvc,4141,tcp
oidocsvc,4142,udp
oidocsvc,4142,tcp
oidsr,4143,udp
oidsr,4143,tcp
tgcconnect,4146,tcp
tgcconnect,4146,udp
vrxpservman,4147,tcp
vrxpservman,4147,udp
atlinks,4154,udp
atlinks,4154,tcp
nss,4159,tcp
nss,4159,udp
omscontact,4161,tcp
omscontact,4161,udp
omstopology,4162,tcp
omstopology,4162,udp
sieve,4190,tcp
corelccam,4300,udp
corelccam,4300,tcp
rwhois,4321,udp
rwhois,4321,tcp
geognosisman,4325,tcp
geognosisman,4325,udp
geognosis,4326,tcp
geognosis,4326,udp
unicall,4343,udp
unicall,4343,tcp
vinainstall,4344,udp
vinainstall,4344,tcp
elanlm,4346,udp
elanlm,4346,tcp
lansurveyor,4347,udp
lansurveyor,4347,tcp
itose,4348,udp
itose,4348,tcp
fsportmap,4349,udp
fsportmap,4349,tcp
pjlink,4352,tcp
pjlink,4352,udp
wxbrief,4368,tcp
wxbrief,4368,udp
epmd,4369,tcp
epmd,4369,udp
saris,4442,udp
saris,4442,tcp
pharos,4443,udp
pharos,4443,tcp
krb524,4444,udp
krb524,4444,tcp
upnotifyp,4445,udp
upnotifyp,4445,tcp
privatewire,4449,udp
privatewire,4449,tcp
camp,4450,udp
camp,4450,tcp
ctisystemmsg,4451,udp
ctisystemmsg,4451,tcp
ctiprogramload,4452,udp
ctiprogramload,4452,tcp
nssalertmgr,4453,udp
nssalertmgr,4453,tcp
nssagentmgr,4454,udp
nssagentmgr,4454,tcp
prRegister,4457,udp
prRegister,4457,tcp
mcp,4458,tcp
mcp,4458,udp
hpssmgmt,4484,tcp
hpssmgmt,4484,udp
ehs,4535,tcp
ehs,4535,udp
wssauthsvc,4537,tcp
wssauthsvc,4537,udp
isigate,4538,tcp
isigate,4538,udp
worldscores,4545,udp
worldscores,4545,tcp
synchromesh,4548,tcp
synchromesh,4548,udp
aegate,4549,tcp
aegate,4549,udp
msfrs,4554,tcp
msfrs,4554,udp
rsip,4555,udp
rsip,4555,tcp
hylafax,4559,udp
hylafax,4559,tcp
kwtc,4566,tcp
kwtc,4566,udp
tram,4567,udp
tram,4567,tcp
iax,4569,tcp
iax,4569,udp
piranha1,4600,udp
piranha1,4600,tcp
piranha2,4601,udp
piranha2,4601,tcp
smaclmgr,4660,udp
smaclmgr,4660,tcp
kar2ouche,4661,udp
kar2ouche,4661,tcp
oms,4662,tcp
oms,4662,udp
noteit,4663,tcp
noteit,4663,udp
ems,4664,tcp
ems,4664,udp
contclientms,4665,tcp
contclientms,4665,udp
eportcomm,4666,tcp
eportcomm,4666,udp
mmacomm,4667,tcp
mmacomm,4667,udp
mmaeds,4668,tcp
mmaeds,4668,udp
eportcommdata,4669,tcp
eportcommdata,4669,udp
light,4670,tcp
light,4670,udp
acter,4671,tcp
acter,4671,udp
rfa,4672,udp
rfa,4672,tcp
cxws,4673,tcp
cxws,4673,udp
bcs,4677,tcp
bcs,4677,udp
traversal,4678,tcp
traversal,4678,udp
mgesupervision,4679,tcp
mgesupervision,4679,udp
mgemanagement,4680,tcp
mgemanagement,4680,udp
parliant,4681,tcp
parliant,4681,udp
finisar,4682,tcp
finisar,4682,udp
spike,4683,tcp
spike,4683,udp
autopac,4685,tcp
autopac,4685,udp
nst,4687,tcp
nst,4687,udp
altovacentral,4689,tcp
altovacentral,4689,udp
prelude,4690,tcp
prelude,4690,udp
monotone,4691,tcp
monotone,4691,udp
conspiracy,4692,tcp
conspiracy,4692,udp
capmux,4728,tcp
capmux,4728,udp
ipfix,4739,tcp
ipfix,4739,udp
ipfixs,4740,tcp
ipfixs,4740,udp
sicct,4742,tcp
openhpid,4743,tcp
openhpid,4743,udp
profilemac,4749,tcp
profilemac,4749,udp
ssad,4750,tcp
ssad,4750,udp
spocp,4751,tcp
spocp,4751,udp
snap,4752,udp
snap,4752,tcp
iims,4800,udp
iims,4800,tcp
iwec,4801,udp
iwec,4801,tcp
ilss,4802,udp
ilss,4802,tcp
htcp,4827,udp
htcp,4827,tcp
quosa,4841,tcp
quosa,4841,udp
phrelay,4868,udp
phrelay,4868,tcp
phrelaydbg,4869,udp
phrelaydbg,4869,tcp
wired,4871,tcp
wired,4871,udp
abbs,4885,udp
abbs,4885,tcp
lyskom,4894,udp
lyskom,4894,tcp
hfcs,4900,tcp
hfcs,4900,udp
munin,4949,tcp
munin,4949,udp
pwgwims,4951,tcp
pwgwims,4951,udp
sagxtsds,4952,tcp
sagxtsds,4952,udp
mrip,4986,tcp
mrip,4986,udp
parallel,4989,udp
parallel,4989,tcp
rfe,5002,udp
rfe,5002,tcp
winfs,5009,tcp
winfs,5009,udp
telelpathstart,5010,udp
telelpathstart,5010,tcp
telelpathattack,5011,udp
telelpathattack,5011,tcp
mice,5022,udp
mice,5022,tcp
htuilsrv,5023,udp
htuilsrv,5023,tcp
surfpass,5030,tcp
surfpass,5030,udp
asnaacceler8db,5042,udp
asnaacceler8db,5042,tcp
swxadmin,5043,tcp
swxadmin,5043,udp
ivocalize,5049,tcp
ivocalize,5049,udp
mmcc,5050,udp
mmcc,5050,tcp
unot,5055,udp
unot,5055,tcp
sds,5059,tcp
sds,5059,udp
sip,5060,udp
sip,5060,tcp
authentx,5067,tcp
authentx,5067,udp
vtsas,5070,tcp
vtsas,5070,udp
powerschool,5071,udp
powerschool,5071,tcp
ayiya,5072,tcp
ayiya,5072,udp
alesquery,5074,tcp
alesquery,5074,udp
llrp,5084,tcp
llrp,5084,udp
socalia,5100,tcp
socalia,5100,udp
ctsd,5137,udp
ctsd,5137,tcp
rmonitor_secure,5145,udp
rmonitor_secure,5145,tcp
atmp,5150,udp
atmp,5150,tcp
esri_sde,5151,udp
esri_sde,5151,tcp
bzflag,5154,tcp
bzflag,5154,udp
ife_icorp,5165,udp
ife_icorp,5165,tcp
winpcs,5166,tcp
winpcs,5166,udp
scte104,5167,tcp
scte104,5167,udp
scte30,5168,tcp
scte30,5168,udp
aol,5190,udp
aol,5190,tcp
eenet,5234,tcp
eenet,5234,udp
padl2sim,5236,udp
padl2sim,5236,tcp
igateway,5250,udp
igateway,5250,tcp
caevms,5251,tcp
caevms,5251,udp
pk,5272,udp
pk,5272,tcp
cfengine,5308,udp
cfengine,5308,tcp
jprinter,5309,udp
jprinter,5309,tcp
outlaws,5310,udp
outlaws,5310,tcp
rrdp,5313,tcp
rrdp,5313,udp
kfserver,5343,tcp
kfserver,5343,udp
xkotodrcp,5344,tcp
xkotodrcp,5344,udp
mdns,5353,udp
mdns,5353,tcp
mdnsresponder,5354,tcp
mdnsresponder,5354,udp
llmnr,5355,tcp
llmnr,5355,udp
wsdapi,5357,tcp
wsdapi,5357,udp
stresstester,5397,tcp
stresstester,5397,udp
securitychase,5399,tcp
securitychase,5399,udp
excerpt,5400,udp
excerpt,5400,tcp
excerpts,5401,udp
excerpts,5401,tcp
mftp,5402,udp
mftp,5402,tcp
netsupport,5405,udp
netsupport,5405,tcp
actnet,5411,udp
actnet,5411,tcp
continuus,5412,udp
continuus,5412,tcp
wwiotalk,5413,udp
wwiotalk,5413,tcp
statusd,5414,udp
statusd,5414,tcp
mcntp,5418,udp
mcntp,5418,tcp
netsupport2,5421,udp
netsupport2,5421,tcp
virtualuser,5423,udp
virtualuser,5423,tcp
devbasic,5426,udp
devbasic,5426,tcp
telaconsole,5428,udp
telaconsole,5428,tcp
base,5429,udp
base,5429,tcp
postgresql,5432,udp
postgresql,5432,tcp
pyrrho,5433,tcp
pyrrho,5433,udp
dttl,5435,udp
dttl,5435,tcp
surebox,5453,tcp
surebox,5453,udp
silkmeter,5461,udp
silkmeter,5461,tcp
ttlpriceproxy,5463,udp
ttlpriceproxy,5463,tcp
quailnet,5464,tcp
quailnet,5464,udp
freeciv,5556,tcp
freeciv,5556,udp
udpplus,5566,udp
udpplus,5566,tcp
sdt,5568,tcp
sdt,5568,udp
tmosms0,5580,tcp
tmosms0,5580,udp
tmosms1,5581,tcp
tmosms1,5581,udp
ininmessaging,5597,tcp
ininmessaging,5597,udp
mctfeed,5598,tcp
mctfeed,5598,udp
esinstall,5599,udp
esinstall,5599,tcp
esmmanager,5600,udp
esmmanager,5600,tcp
esmagent,5601,udp
esmagent,5601,tcp
ninaf,5627,tcp
ninaf,5627,udp
pcanywheredata,5631,udp
pcanywheredata,5631,tcp
pcanywherestat,5632,udp
pcanywherestat,5632,tcp
beorl,5633,tcp
beorl,5633,udp
amqp,5672,tcp
amqp,5672,udp
jms,5673,udp
jms,5673,tcp
v5ua,5675,udp
v5ua,5675,tcp
raadmin,5676,udp
raadmin,5676,tcp
rrac,5678,udp
rrac,5678,tcp
dccm,5679,udp
dccm,5679,tcp
ncxcp,5681,tcp
ncxcp,5681,udp
ggz,5688,udp
ggz,5688,tcp
qmvideo,5689,tcp
qmvideo,5689,udp
proshareaudio,5713,udp
proshareaudio,5713,tcp
prosharevideo,5714,udp
prosharevideo,5714,tcp
prosharedata,5715,udp
prosharedata,5715,tcp
prosharerequest,5716,udp
prosharerequest,5716,tcp
prosharenotify,5717,udp
prosharenotify,5717,tcp
dpm,5718,tcp
dpm,5718,udp
dtpt,5721,tcp
dtpt,5721,udp
msdfsr,5722,tcp
msdfsr,5722,udp
omhs,5723,tcp
omhs,5723,udp
omsdk,5724,tcp
omsdk,5724,udp
openmail,5729,udp
openmail,5729,tcp
unieng,5730,udp
unieng,5730,tcp
watchdoc,5744,tcp
watchdoc,5744,udp
tunatic,5747,tcp
tunatic,5747,udp
tunalyzer,5748,tcp
tunalyzer,5748,udp
openmailg,5755,udp
openmailg,5755,tcp
x500ms,5757,udp
x500ms,5757,tcp
openmailns,5766,udp
openmailns,5766,tcp
openmailpxy,5768,udp
openmailpxy,5768,tcp
spramsca,5769,tcp
spramsca,5769,udp
spramsd,5770,tcp
spramsd,5770,udp
netagent,5771,udp
netagent,5771,tcp
icmpd,5813,udp
icmpd,5813,tcp
wherehoo,5859,udp
wherehoo,5859,tcp
ppsuitemsg,5863,tcp
ppsuitemsg,5863,udp
rfb,5900,tcp
rfb,5900,udp
indy,5963,tcp
indy,5963,udp
wsman,5985,tcp
wsman,5985,udp
wsmans,5986,tcp
wsmans,5986,udp
nuxsl,5991,udp
nuxsl,5991,tcp
cvsup,5999,udp
cvsup,5999,tcp
winpharaoh,6065,udp
winpharaoh,6065,tcp
ewctsp,6066,udp
ewctsp,6066,tcp
srb,6067,udp
srb,6067,tcp
gsmp,6068,udp
gsmp,6068,tcp
trip,6069,udp
trip,6069,tcp
messageasap,6070,udp
messageasap,6070,tcp
ssdtp,6071,udp
ssdtp,6071,tcp
directplay8,6073,udp
directplay8,6073,tcp
max,6074,tcp
max,6074,udp
konspire2b,6085,udp
konspire2b,6085,tcp
pdtp,6086,tcp
pdtp,6086,udp
ldss,6087,tcp
ldss,6087,udp
rets,6103,udp
rets,6103,tcp
dbdb,6104,udp
dbdb,6104,tcp
primaserver,6105,udp
primaserver,6105,tcp
mpsserver,6106,udp
mpsserver,6106,tcp
softcm,6110,udp
softcm,6110,tcp
spc,6111,udp
spc,6111,tcp
dtspcd,6112,udp
dtspcd,6112,tcp
pscribe,6163,tcp
pscribe,6163,udp
radmind,6222,tcp
radmind,6222,udp
crip,6253,udp
crip,6253,tcp
grid,6268,tcp
grid,6268,udp
bmc_ctd_ldap,6301,tcp
bmc_ctd_ldap,6301,udp
repsvc,6320,tcp
repsvc,6320,udp
sflow,6343,udp
sflow,6343,tcp
faxcomservice,6417,tcp
faxcomservice,6417,udp
sge_qmaster,6444,tcp
sge_qmaster,6444,udp
sge_execd,6445,tcp
sge_execd,6445,udp
boks,6500,udp
boks,6500,tcp
boks_servc,6501,udp
boks_servc,6501,tcp
boks_servm,6502,udp
boks_servm,6502,tcp
boks_clntd,6503,udp
boks_clntd,6503,tcp
badm_priv,6505,udp
badm_priv,6505,tcp
badm_pub,6506,udp
badm_pub,6506,tcp
bdir_priv,6507,udp
bdir_priv,6507,tcp
bdir_pub,6508,udp
bdir_pub,6508,tcp
xdsxdm,6558,udp
xdsxdm,6558,tcp
affiliate,6579,tcp
affiliate,6579,udp
joaJewelSuite,6583,tcp
joaJewelSuite,6583,udp
kftp,6621,tcp
kftp,6621,udp
mcftp,6622,tcp
mcftp,6622,udp
ktelnet,6623,tcp
ktelnet,6623,udp
nexgen,6627,tcp
nexgen,6627,udp
mach,6631,udp
mach,6631,tcp
vision_server,6672,udp
vision_server,6672,tcp
vision_elmd,6673,udp
vision_elmd,6673,tcp
ibprotocol,6714,udp
ibprotocol,6714,tcp
hnmp,6790,udp
hnmp,6790,tcp
hnm,6791,tcp
hnm,6791,udp
iccrushmore,6850,udp
iccrushmore,6850,tcp
muse,6888,udp
muse,6888,tcp
xsmsvc,6936,tcp
xsmsvc,6936,udp
bioserver,6946,tcp
bioserver,6946,udp
otlp,6951,tcp
otlp,6951,udp
jmact3,6961,udp
jmact3,6961,tcp
jmevt2,6962,udp
jmevt2,6962,tcp
swismgr1,6963,udp
swismgr1,6963,tcp
swismgr2,6964,udp
swismgr2,6964,tcp
swistrap,6965,udp
swistrap,6965,tcp
swispol,6966,udp
swispol,6966,tcp
acmsoda,6969,udp
acmsoda,6969,tcp
dpserve,7020,udp
dpserve,7020,tcp
dpserveadmin,7021,udp
dpserveadmin,7021,tcp
ctdp,7022,tcp
ctdp,7022,udp
ct2nmcs,7023,tcp
ct2nmcs,7023,udp
vmsvc,7024,tcp
vmsvc,7024,udp
arcp,7070,udp
arcp,7070,tcp
scenidm,7128,tcp
scenidm,7128,udp
scenccs,7129,tcp
scenccs,7129,udp
caistoragemgr,7162,tcp
caistoragemgr,7162,udp
cacsambroker,7163,tcp
cacsambroker,7163,udp
clutild,7174,udp
clutild,7174,tcp
fodms,7200,udp
fodms,7200,tcp
dlip,7201,udp
dlip,7201,tcp
ramp,7227,tcp
ramp,7227,udp
itactionserver1,7280,udp
itactionserver1,7280,tcp
itactionserver2,7281,udp
itactionserver2,7281,tcp
mindfilesys,7391,udp
mindfilesys,7391,tcp
mrssrendezvous,7392,udp
mrssrendezvous,7392,tcp
nfoldman,7393,tcp
nfoldman,7393,udp
fse,7394,tcp
fse,7394,udp
winqedit,7395,udp
winqedit,7395,tcp
hexarc,7397,tcp
hexarc,7397,udp
ionixnetmon,7410,tcp
ionixnetmon,7410,udp
mtportmon,7421,tcp
mtportmon,7421,udp
pmdmgr,7426,udp
pmdmgr,7426,tcp
oveadmgr,7427,udp
oveadmgr,7427,tcp
ovladmgr,7428,udp
ovladmgr,7428,tcp
xmpv7,7430,udp
xmpv7,7430,tcp
pmd,7431,udp
pmd,7431,tcp
faximum,7437,udp
faximum,7437,tcp
silhouette,7500,tcp
silhouette,7500,udp
ovbus,7501,udp
ovbus,7501,tcp
ovhpas,7510,udp
ovhpas,7510,tcp
atul,7543,tcp
atul,7543,udp
cfs,7546,tcp
cfs,7546,udp
cwmp,7547,tcp
cwmp,7547,udp
tidp,7548,tcp
tidp,7548,udp
sncp,7560,tcp
sncp,7560,udp
indi,7624,udp
indi,7624,tcp
simco,7626,tcp
xdas,7629,tcp
xdas,7629,udp
pmdfmgt,7633,udp
pmdfmgt,7633,tcp
cuseeme,7648,tcp
cuseeme,7648,udp
imqtunnels,7674,udp
imqtunnels,7674,tcp
imqtunnel,7675,udp
imqtunnel,7675,tcp
imqbrokerd,7676,udp
imqbrokerd,7676,tcp
klio,7697,tcp
klio,7697,udp
scinet,7708,tcp
scinet,7708,udp
medimageportal,7720,tcp
medimageportal,7720,udp
nitrogen,7725,tcp
nitrogen,7725,udp
freezexservice,7726,tcp
freezexservice,7726,udp
aiagent,7738,tcp
aiagent,7738,udp
cbt,7777,udp
cbt,7777,tcp
interwise,7778,udp
interwise,7778,tcp
vstat,7779,udp
vstat,7779,tcp
minivend,7786,udp
minivend,7786,tcp
q3ade,7794,tcp
q3ade,7794,udp
asr,7800,tcp
asr,7800,udp
ubroker,7887,tcp
ubroker,7887,udp
mevent,7900,tcp
mevent,7900,udp
supercell,7967,udp
supercell,7967,tcp
irdmi2,7999,udp
irdmi2,7999,tcp
irdmi,8000,udp
irdmi,8000,tcp
teradataordbms,8002,udp
teradataordbms,8002,tcp
mindprint,8033,udp
mindprint,8033,tcp
senomix01,8052,tcp
senomix01,8052,udp
senomix02,8053,tcp
senomix02,8053,udp
senomix03,8054,tcp
senomix03,8054,udp
senomix04,8055,tcp
senomix04,8055,udp
senomix05,8056,tcp
senomix05,8056,udp
senomix06,8057,tcp
senomix06,8057,udp
senomix07,8058,tcp
senomix07,8058,udp
senomix08,8059,tcp
senomix08,8059,udp
gadugadu,8074,tcp
gadugadu,8074,udp
sunproxyadmin,8081,tcp
sunproxyadmin,8081,udp
sac,8097,tcp
sac,8097,udp
privoxy,8118,udp
privoxy,8118,tcp
dbabble,8132,udp
dbabble,8132,tcp
isdd,8148,tcp
isdd,8148,udp
patrol,8160,udp
patrol,8160,tcp
spytechphone,8192,tcp
spytechphone,8192,udp
blp1,8194,tcp
blp1,8194,udp
blp2,8195,tcp
blp2,8195,udp
trivnet1,8200,udp
trivnet1,8200,tcp
trivnet2,8201,udp
trivnet2,8201,tcp
rexecj,8230,tcp
rexecj,8230,udp
blp3,8292,tcp
blp3,8292,udp
blp4,8294,tcp
blp4,8294,udp
tmi,8300,tcp
tmi,8300,udp
amberon,8301,tcp
amberon,8301,udp
m2mservices,8383,tcp
m2mservices,8383,udp
cvd,8400,udp
cvd,8400,tcp
sabarsd,8401,udp
sabarsd,8401,tcp
abarsd,8402,udp
abarsd,8402,tcp
admind,8403,udp
admind,8403,tcp
espeech,8416,udp
espeech,8416,tcp
npmp,8450,udp
npmp,8450,tcp
vp2p,8473,udp
vp2p,8473,tcp
noteshare,8474,tcp
noteshare,8474,udp
fmtp,8500,tcp
fmtp,8500,udp
natd,8668,divert
asterix,8600,tcp
asterix,8600,udp
vnyx,8699,tcp
vnyx,8699,udp
ibus,8733,udp
ibus,8733,tcp
openqueue,8764,udp
openqueue,8764,tcp
dpap,8770,tcp
dpap,8770,udp
msgclnt,8786,udp
msgclnt,8786,tcp
msgsrvr,8787,udp
msgsrvr,8787,tcp
sunwebadmin,8800,tcp
sunwebadmin,8800,udp
truecm,8804,udp
truecm,8804,tcp
dxspider,8873,tcp
dxspider,8873,udp
wcbackup,8912,tcp
wcbackup,8912,udp
dragonfly,8913,tcp
dragonfly,8913,udp
sunwebadmins,8989,tcp
sunwebadmins,8989,udp
bctp,8999,udp
bctp,8999,tcp
cslistener,9000,udp
cslistener,9000,tcp
etlservicemgr,9001,udp
etlservicemgr,9001,tcp
dynamid,9002,udp
dynamid,9002,tcp
pichat,9009,tcp
pichat,9009,udp
tambora,9020,udp
tambora,9020,tcp
paragent,9022,udp
paragent,9022,tcp
glrpc,9080,udp
glrpc,9080,tcp
sqlexec,9088,tcp
sqlexec,9088,udp
websm,9090,udp
websm,9090,tcp
XmlIpcRegSvc,9092,tcp
XmlIpcRegSvc,9092,udp
peerwire,9104,tcp
peerwire,9104,udp
mxit,9119,tcp
mxit,9119,udp
dddp,9131,tcp
dddp,9131,udp
netlock1,9160,udp
netlock1,9160,tcp
netlock2,9161,udp
netlock2,9161,tcp
netlock3,9162,udp
netlock3,9162,tcp
netlock4,9163,udp
netlock4,9163,tcp
netlock5,9164,udp
netlock5,9164,tcp
serverviewdbms,9212,tcp
serverviewdbms,9212,udp
serverstart,9213,tcp
serverstart,9213,udp
ipdcesgbs,9214,tcp
ipdcesgbs,9214,udp
insis,9215,tcp
insis,9215,udp
acme,9216,tcp
acme,9216,udp
teamcoherence,9222,tcp
teamcoherence,9222,udp
callwaveiam,9283,udp
callwaveiam,9283,tcp
visd,9284,udp
visd,9284,tcp
n2h2server,9285,udp
n2h2server,9285,tcp
cumulus,9287,udp
cumulus,9287,tcp
armtechdaemon,9292,udp
armtechdaemon,9292,tcp
storview,9293,tcp
storview,9293,udp
armcenterhttp,9294,tcp
armcenterhttp,9294,udp
armcenterhttps,9295,tcp
armcenterhttps,9295,udp
vrace,9300,tcp
vrace,9300,udp
guibase,9321,udp
guibase,9321,tcp
mpidcmgr,9343,udp
mpidcmgr,9343,tcp
mphlpdmc,9344,udp
mphlpdmc,9344,tcp
ctechlicensing,9346,udp
ctechlicensing,9346,tcp
fjdmimgr,9374,udp
fjdmimgr,9374,tcp
fjinvmgr,9396,udp
fjinvmgr,9396,tcp
mpidcagt,9397,udp
mpidcagt,9397,tcp
git,9418,tcp
git,9418,udp
ismserver,9500,udp
ismserver,9500,tcp
mngsuite,9535,udp
