service,port,protocol
sonuscallsig,2569,tcp
cecsvc,2571,udp
cecsvc,2571,tcp
ibp,2572,udp
ibp,2572,tcp
trustestablish,2573,udp
trustestablish,2573,tcp
hl7,2575,udp
hl7,2575,tcp
tclprodebugger,2576,udp
tclprodebugger,2576,tcp
scipticslsrvr,2577,udp
scipticslsrvr,2577,tcp
mpfoncl,2579,udp
mpfoncl,2579,tcp
tributary,2580,udp
tributary,2580,tcp
mon,2583,udp
mon,2583,tcp
cyaserv,2584,udp
cyaserv,2584,tcp
masc,2587,udp
masc,2587,tcp
privilege,2588,udp
privilege,2588,tcp
idotdist,2590,udp
idotdist,2590,tcp
maytagshuffle,2591,udp
maytagshuffle,2591,tcp
netrek,2592,udp
netrek,2592,tcp
dts,2594,udp
dts,2594,tcp
worldfusion1,2595,udp
worldfusion1,2595,tcp
worldfusion2,2596,udp
worldfusion2,2596,tcp
homesteadglory,2597,udp
homesteadglory,2597,tcp
citriximaclient,2598,udp
citriximaclient,2598,tcp
snapd,2599,udp
snapd,2599,tcp
hpstgmgr,2600,udp
hpstgmgr,2600,tcp
servicemeter,2603,udp
servicemeter,2603,tcp
netmon,2606,udp
netmon,2606,tcp
connection,2607,udp
connection,2607,tcp
lionhead,2611,udp
lionhead,2611,tcp
smntubootstrap,2613,udp
smntubootstrap,2613,tcp
neveroffline,2614,udp
neveroffline,2614,tcp
firepower,2615,udp
firepower,2615,tcp
cmadmin,2617,udp
cmadmin,2617,tcp
bruce,2619,udp
bruce,2619,tcp
lpsrecommender,2620,udp
lpsrecommender,2620,tcp
metricadbc,2622,udp
metricadbc,2622,tcp
lmdp,2623,udp
lmdp,2623,tcp
aria,2624,udp
aria,2624,tcp
gbjd816,2626,udp
gbjd816,2626,tcp
moshebeeri,2627,udp
moshebeeri,2627,tcp
dict,2628,udp
dict,2628,tcp
sitaraserver,2629,udp
sitaraserver,2629,tcp
sitaramgmt,2630,udp
sitaramgmt,2630,tcp
sitaradir,2631,udp
sitaradir,2631,tcp
interintelli,2633,udp
interintelli,2633,tcp
backburner,2635,udp
backburner,2635,tcp
solve,2636,udp
solve,2636,tcp
imdocsvc,2637,udp
imdocsvc,2637,tcp
sybaseanywhere,2638,udp
sybaseanywhere,2638,tcp
aminet,2639,udp
aminet,2639,tcp
sai_sentlm,2640,udp
sai_sentlm,2640,tcp
tragic,2642,udp
tragic,2642,tcp
syncserver,2647,udp
syncserver,2647,tcp
upsnotifyprot,2648,udp
upsnotifyprot,2648,tcp
vpsipport,2649,udp
vpsipport,2649,tcp
eristwoguns,2650,udp
eristwoguns,2650,tcp
ebinsite,2651,udp
ebinsite,2651,tcp
interpathpanel,2652,udp
interpathpanel,2652,tcp
sonus,2653,udp
sonus,2653,tcp
corel_vncadmin,2654,udp
corel_vncadmin,2654,tcp
unglue,2655,udp
unglue,2655,tcp
kana,2656,udp
kana,2656,tcp
gcmonitor,2660,udp
gcmonitor,2660,tcp
olhost,2661,udp
olhost,2661,tcp
extensis,2666,udp
extensis,2666,tcp
toad,2669,udp
toad,2669,tcp
newlixreg,2671,udp
newlixreg,2671,tcp
nhserver,2672,udp
nhserver,2672,tcp
firstcall42,2673,udp
firstcall42,2673,tcp
ewnn,2674,udp
ewnn,2674,tcp
simslink,2676,udp
simslink,2676,tcp
gadgetgate1way,2677,udp
gadgetgate1way,2677,tcp
gadgetgate2way,2678,udp
gadgetgate2way,2678,tcp
syncserverssl,2679,udp
syncserverssl,2679,tcp
mpnjsomb,2681,udp
mpnjsomb,2681,tcp
ncdloadbalance,2683,udp
ncdloadbalance,2683,tcp
mpnjsosv,2684,udp
mpnjsosv,2684,tcp
mpnjsocl,2685,udp
mpnjsocl,2685,tcp
mpnjsomg,2686,udp
mpnjsomg,2686,tcp
fastlynx,2689,udp
fastlynx,2689,tcp
itinternet,2691,udp
itinternet,2691,tcp
pwrsevent,2694,udp
pwrsevent,2694,tcp
vspread,2695,udp
vspread,2695,tcp
unifyadmin,2696,udp
unifyadmin,2696,tcp
tqdata,2700,udp
tqdata,2700,tcp
ncdmirroring,2706,udp
ncdmirroring,2706,tcp
emcsymapiport,2707,udp
emcsymapiport,2707,tcp
supermon,2709,udp
supermon,2709,tcp
aocp,2712,udp
aocp,2712,tcp
raven1,2713,udp
raven1,2713,tcp
raven2,2714,udp
raven2,2714,tcp
hpstgmgr2,2715,udp
hpstgmgr2,2715,tcp
wkars,2720,udp
wkars,2720,tcp
proactivesrvr,2722,udp
proactivesrvr,2722,tcp
watchdognt,2723,udp
watchdognt,2723,tcp
qotps,2724,udp
qotps,2724,tcp
tams,2726,udp
tams,2726,tcp
sqdr,2728,udp
sqdr,2728,tcp
g5m,2732,udp
g5m,2732,tcp
alarm,2740,udp
alarm,2740,tcp
tsb,2741,udp
tsb,2741,tcp
tsb2,2742,udp
tsb2,2742,tcp
murx,2743,udp
murx,2743,tcp
honyaku,2744,udp
honyaku,2744,tcp
urbisnet,2745,udp
urbisnet,2745,tcp
cpudpencap,2746,udp
cpudpencap,2746,tcp
rsisysaccess,2752,udp
rsisysaccess,2752,tcp
expresspay,2755,udp
expresspay,2755,tcp
cnrp,2757,udp
cnrp,2757,tcp
sabams,2760,udp
sabams,2760,tcp
uadtc,2767,udp
uadtc,2767,tcp
uacs,2768,udp
uacs,2768,tcp
veronica,2770,udp
veronica,2770,tcp
vergencecm,2771,udp
vergencecm,2771,tcp
auris,2772,udp
auris,2772,tcp
rbakcup1,2773,udp
rbakcup1,2773,tcp
rbakcup2,2774,udp
rbakcup2,2774,tcp
smpp,2775,udp
smpp,2775,tcp
ridgeway1,2776,udp
ridgeway1,2776,tcp
ridgeway2,2777,udp
ridgeway2,2777,tcp
whosells,2781,udp
whosells,2781,tcp
everydayrc,2782,udp
everydayrc,2782,tcp
aises,2783,udp
aises,2783,tcp
piccolo,2787,udp
piccolo,2787,tcp
fryeserv,2788,udp
fryeserv,2788,tcp
plgproxy,2790,udp
plgproxy,2790,tcp
initlsmsad,2793,udp
initlsmsad,2793,tcp
aaftp,2794,udp
aaftp,2794,tcp
livestats,2795,udp
livestats,2795,tcp
igcp,2801,udp
igcp,2801,tcp
btprjctrl,2803,udp
btprjctrl,2803,tcp
cspuni,2806,udp
cspuni,2806,tcp
cspmulti,2807,udp
cspmulti,2807,tcp
corbaloc,2809,udp
corbaloc,2809,tcp
netsteward,2810,udp
netsteward,2810,tcp
gsiftp,2811,udp
gsiftp,2811,tcp
atmtcp,2812,udp
atmtcp,2812,tcp
nmsigport,2817,udp
nmsigport,2817,tcp
rmlnk,2818,udp
rmlnk,2818,tcp
univision,2820,udp
univision,2820,tcp
ka0wuc,2822,udp
ka0wuc,2822,tcp
silkp1,2829,udp
silkp1,2829,tcp
silkp2,2830,udp
silkp2,2830,tcp
silkp3,2831,udp
silkp3,2831,tcp
silkp4,2832,udp
silkp4,2832,tcp
glishd,2833,udp
glishd,2833,tcp
evtp,2834,udp
evtp,2834,tcp
catalyst,2836,udp
catalyst,2836,tcp
repliweb,2837,udp
repliweb,2837,tcp
starbot,2838,udp
starbot,2838,tcp
nmsigport,2839,udp
nmsigport,2839,tcp
pdnet,2843,udp
pdnet,2843,tcp
fxp,2849,udp
fxp,2849,tcp
metaconsole,2850,udp
metaconsole,2850,tcp
webemshttp,2851,udp
webemshttp,2851,tcp
ispipes,2853,udp
ispipes,2853,tcp
infomover,2854,udp
infomover,2854,tcp
cesdinv,2856,udp
cesdinv,2856,tcp
simctlp,2857,udp
simctlp,2857,tcp
ecnp,2858,udp
ecnp,2858,tcp
activememory,2859,udp
activememory,2859,tcp
sonardata,2863,udp
sonardata,2863,tcp
iwlistener,2866,udp
iwlistener,2866,tcp
icslap,2869,udp
icslap,2869,tcp
daishi,2870,udp
daishi,2870,tcp
radix,2872,udp
radix,2872,tcp
dxmessagebase1,2874,udp
dxmessagebase1,2874,tcp
dxmessagebase2,2875,udp
dxmessagebase2,2875,tcp
bluelance,2877,udp
bluelance,2877,tcp
aap,2878,udp
aap,2878,tcp
synapse,2880,udp
synapse,2880,tcp
ndsp,2881,udp
ndsp,2881,tcp
ndtp,2882,udp
ndtp,2882,tcp
ndnp,2883,udp
ndnp,2883,tcp
flashmsg,2884,udp
flashmsg,2884,tcp
topflow,2885,udp
topflow,2885,tcp
responselogic,2886,udp
responselogic,2886,tcp
aironetddp,2887,udp
aironetddp,2887,tcp
spcsdlobby,2888,udp
spcsdlobby,2888,tcp
rsom,2889,udp
rsom,2889,tcp
cspclmulti,2890,udp
cspclmulti,2890,tcp
snifferdata,2892,udp
snifferdata,2892,tcp
vseconnector,2893,udp
vseconnector,2893,tcp
natuslink,2895,udp
natuslink,2895,tcp
powergemplus,2899,udp
powergemplus,2899,tcp
quicksuite,2900,udp
quicksuite,2900,tcp
allstorcns,2901,udp
allstorcns,2901,tcp
netaspi,2902,udp
netaspi,2902,tcp
suitcase,2903,udp
suitcase,2903,tcp
m2ua,2904,sctp
m2ua,2904,udp
m2ua,2904,tcp
m3ua,2905,sctp
m3ua,2905,udp
m3ua,2905,tcp
caller9,2906,udp
caller9,2906,tcp
mao,2908,udp
mao,2908,tcp
tdaccess,2910,udp
tdaccess,2910,tcp
blockade,2911,udp
blockade,2911,tcp
epicon,2912,udp
epicon,2912,tcp
boosterware,2913,udp
boosterware,2913,tcp
gamelobby,2914,udp
gamelobby,2914,tcp
tksocket,2915,udp
tksocket,2915,tcp
elvin_server,2916,udp
elvin_server,2916,tcp
elvin_client,2917,udp
elvin_client,2917,tcp
kastenchasepad,2918,udp
kastenchasepad,2918,tcp
roboer,2919,udp
roboer,2919,tcp
roboeda,2920,udp
roboeda,2920,tcp
cesdcdman,2921,udp
cesdcdman,2921,tcp
cesdcdtrn,2922,udp
cesdcdtrn,2922,tcp
unimobilectrl,2927,udp
unimobilectrl,2927,tcp
incp,2932,udp
incp,2932,tcp
qtp,2935,udp
qtp,2935,tcp
otpatch,2936,udp
otpatch,2936,tcp
ttnrepository,2943,udp
ttnrepository,2943,tcp
fjsvmpor,2946,udp
fjsvmpor,2946,tcp
gpsd,2947,udp
gpsd,2947,tcp
esip,2950,udp
esip,2950,tcp
ottp,2951,udp
ottp,2951,tcp
mpfwsas,2952,udp
mpfwsas,2952,tcp
ovalarmsrv,2953,udp
ovalarmsrv,2953,tcp
csnotify,2955,udp
csnotify,2955,tcp
ovrimosdbman,2956,udp
ovrimosdbman,2956,tcp
jmact5,2957,udp
jmact5,2957,tcp
jmact6,2958,udp
jmact6,2958,tcp
rmopagt,2959,udp
rmopagt,2959,tcp
dfoxserver,2960,udp
dfoxserver,2960,tcp
enpp,2968,udp
enpp,2968,tcp
essp,2969,udp
essp,2969,tcp
netclip,2971,udp
netclip,2971,tcp
svnetworks,2973,udp
svnetworks,2973,tcp
signal,2974,udp
signal,2974,tcp
fjmpcm,2975,udp
fjmpcm,2975,tcp
wimd,2980,udp
wimd,2980,tcp
mylxamport,2981,udp
mylxamport,2981,tcp
netplan,2983,udp
netplan,2983,tcp
hpidsadmin,2984,udp
hpidsadmin,2984,tcp
hpidsagent,2985,udp
hpidsagent,2985,tcp
stonefalls,2986,udp
stonefalls,2986,tcp
identify,2987,udp
identify,2987,tcp
hippad,2988,udp
hippad,2988,tcp
zarkov,2989,udp
zarkov,2989,tcp
boscap,2990,udp
boscap,2990,tcp
itb301,2992,udp
itb301,2992,tcp
idrs,2995,udp
idrs,2995,tcp
vsixml,2996,udp
vsixml,2996,tcp
rebol,2997,udp
rebol,2997,tcp
realsecure,2998,udp
realsecure,2998,tcp
hbci,3000,udp
hbci,3000,tcp
cgms,3003,udp
cgms,3003,tcp
csoftragent,3004,udp
csoftragent,3004,tcp
geniuslm,3005,udp
geniuslm,3005,tcp
lotusmtap,3007,udp
lotusmtap,3007,tcp
gw,3010,tcp
twsdss,3012,udp
twsdss,3012,tcp
gilatskysurfer,3013,udp
gilatskysurfer,3013,tcp
broker_service,3014,udp
broker_service,3014,tcp
notify_srvr,3016,udp
notify_srvr,3016,tcp
event_listener,3017,udp
event_listener,3017,tcp
srvc_registry,3018,udp
srvc_registry,3018,tcp
resource_mgr,3019,udp
resource_mgr,3019,tcp
cifs,3020,udp
cifs,3020,tcp
agriserver,3021,udp
agriserver,3021,tcp
csregagent,3022,udp
csregagent,3022,tcp
magicnotes,3023,udp
magicnotes,3023,tcp
nds_sso,3024,udp
nds_sso,3024,tcp
LiebDevMgmt_C,3027,udp
LiebDevMgmt_C,3027,tcp
LiebDevMgmt_DM,3028,udp
LiebDevMgmt_DM,3028,tcp
LiebDevMgmt_A,3029,udp
LiebDevMgmt_A,3029,tcp
eppc,3031,udp
eppc,3031,tcp
pdb,3033,udp
pdb,3033,tcp
cogitate,3039,udp
cogitate,3039,tcp
journee,3042,udp
journee,3042,tcp
brp,3043,udp
brp,3043,tcp
epp,3044,udp
epp,3044,tcp
responsenet,3045,udp
responsenet,3045,tcp
hlserver,3047,udp
hlserver,3047,tcp
pctrader,3048,udp
pctrader,3048,tcp
nsws,3049,udp
nsws,3049,tcp
gds_db,3050,udp
gds_db,3050,tcp
policyserver,3055,udp
policyserver,3055,tcp
videobeans,3058,udp
videobeans,3058,tcp
qsoft,3059,udp
qsoft,3059,tcp
interserver,3060,udp
interserver,3060,tcp
cautcpd,3061,udp
cautcpd,3061,tcp
rprt,3064,udp
rprt,3064,tcp
slinterbase,3065,udp
slinterbase,3065,tcp
netattachsdmp,3066,udp
netattachsdmp,3066,tcp
fjhpjp,3067,udp
fjhpjp,3067,tcp
ls3bcast,3068,udp
ls3bcast,3068,tcp
ls3,3069,udp
ls3,3069,tcp
mgxswitch,3070,udp
mgxswitch,3070,tcp
vcrp,3073,udp
vcrp,3073,tcp
xbox,3074,udp
xbox,3074,tcp
stm_pproc,3080,udp
stm_pproc,3080,tcp
pcihreq,3085,udp
pcihreq,3085,tcp
xdtp,3088,udp
xdtp,3088,tcp
rtss,3090,udp
rtss,3090,tcp
njfss,3092,udp
njfss,3092,tcp
panasas,3095,udp
panasas,3095,tcp
chmd,3099,udp
chmd,3099,tcp
slslavemon,3102,udp
slslavemon,3102,tcp
autocuesmi,3103,udp
autocuesmi,3103,tcp
autocuetime,3104,udp
autocuelog,3104,tcp
cardbox,3105,udp
cardbox,3105,tcp
business,3107,udp
business,3107,tcp
geolocate,3108,udp
geolocate,3108,tcp
personnel,3109,udp
personnel,3109,tcp
wsynch,3111,udp
wsynch,3111,tcp
ksysguard,3112,udp
ksysguard,3112,tcp
ccmad,3114,udp
ccmad,3114,tcp
pkagent,3118,udp
pkagent,3118,tcp
d2000kernel,3119,udp
d2000kernel,3119,tcp
d2000webserver,3120,udp
d2000webserver,3120,tcp
edix,3123,udp
edix,3123,tcp
icpv2,3130,udp
icpv2,3130,tcp
netbookmark,3131,udp
netbookmark,3131,tcp
ecp,3134,udp
ecp,3134,tcp
grubd,3136,udp
grubd,3136,tcp
incognitorv,3139,udp
incognitorv,3139,tcp
ariliamulti,3140,udp
ariliamulti,3140,tcp
vmodem,3141,udp
vmodem,3141,tcp
seaview,3143,udp
seaview,3143,tcp
tarantella,3144,udp
tarantella,3144,tcp
rfio,3147,udp
rfio,3147,tcp
feitianrockey,3152,udp
feitianrockey,3152,tcp
ccmrmi,3154,udp
ccmrmi,3154,tcp
jpegmpeg,3155,udp
jpegmpeg,3155,tcp
indura,3156,udp
indura,3156,tcp
e3consultants,3157,udp
e3consultants,3157,tcp
stvp,3158,udp
stvp,3158,tcp
doc1lm,3161,udp
doc1lm,3161,tcp
sflm,3162,udp
sflm,3162,tcp
imprs,3164,udp
imprs,3164,tcp
newgenpay,3165,udp
newgenpay,3165,tcp
qrepos,3166,udp
qrepos,3166,tcp
poweroncontact,3167,udp
poweroncontact,3167,tcp
poweronnud,3168,udp
poweronnud,3168,tcp
radclientport,3178,udp
radclientport,3178,tcp
bmcpatrolagent,3181,udp
bmcpatrolagent,3181,tcp
bmcpatrolrnvu,3182,udp
bmcpatrolrnvu,3182,tcp
smpppd,3185,udp
smpppd,3185,tcp
firemonrcc,3192,udp
firemonrcc,3192,tcp
cordataport,3193,udp
cordataport,3193,tcp
magbind,3194,udp
magbind,3194,tcp
intraintra,3202,udp
intraintra,3202,tcp
isns,3205,udp
isns,3205,tcp
ironmail,3206,udp
ironmail,3206,tcp
netwkpathengine,3209,udp
netwkpathengine,3209,tcp
avsecuremgmt,3211,udp
avsecuremgmt,3211,tcp
surveyinst,3212,udp
surveyinst,3212,tcp
neon24x7,3213,udp
neon24x7,3213,tcp
unite,3217,udp
unite,3217,tcp
smartpackets,3218,udp
smartpackets,3218,tcp
glbp,3222,udp
glbp,3222,tcp
digivote,3223,udp
digivote,3223,tcp
dwnmshttp,3227,udp
dwnmshttp,3227,tcp
dwmsgserver,3228,udp
dwmsgserver,3228,tcp
dsnl,3231,udp
dsnl,3231,tcp
mdtp,3232,udp
mdtp,3232,tcp
whisker,3233,udp
whisker,3233,tcp
alchemy,3234,udp
alchemy,3234,tcp
triomotion,3240,udp
triomotion,3240,tcp
sysorb,3241,udp
sysorb,3241,tcp
timelot,3243,udp
timelot,3243,tcp
onesaf,3244,udp
onesaf,3244,tcp
ssp,3249,udp
ssp,3249,tcp
hicp,3250,udp
hicp,3250,tcp
sysscanner,3251,udp
sysscanner,3251,tcp
dhe,3252,udp
dhe,3252,tcp
semaphore,3255,udp
semaphore,3255,tcp
epncdp2,3259,udp
epncdp2,3259,tcp
winshadow,3261,udp
winshadow,3261,tcp
necp,3262,udp
necp,3262,tcp
ccmail,3264,udp
ccmail,3264,tcp
verismart,3270,udp
verismart,3270,tcp
sxmp,3273,udp
sxmp,3273,tcp
samd,3275,udp
samd,3275,tcp
lkcmserver,3278,udp
lkcmserver,3278,tcp
admind,3279,udp
admind,3279,tcp
sysopt,3281,udp
sysopt,3281,tcp
datusorb,3282,udp
datusorb,3282,tcp
4talk,3284,udp
4talk,3284,tcp
plato,3285,udp
plato,3285,tcp
directvdata,3287,udp
directvdata,3287,tcp
cops,3288,udp
cops,3288,tcp
enpc,3289,udp
enpc,3289,tcp
dyniplookup,3295,udp
dyniplookup,3295,tcp
deskview,3298,udp
deskview,3298,tcp
pdrncs,3299,udp
pdrncs,3299,tcp
mysql,3306,udp
mysql,3306,tcp
uorb,3313,udp
uorb,3313,tcp
uohost,3314,udp
uohost,3314,tcp
cdid,3315,udp
cdid,3315,tcp
vsaiport,3317,udp
vsaiport,3317,tcp
ssrip,3318,udp
ssrip,3318,tcp
officelink2000,3320,udp
officelink2000,3320,tcp
vnsstr,3321,udp
vnsstr,3321,tcp
sftu,3326,udp
sftu,3326,tcp
bbars,3327,udp
bbars,3327,tcp
egptlm,3328,udp
egptlm,3328,tcp
webtie,3342,udp
webtie,3342,tcp
influence,3345,udp
influence,3345,tcp
trnsprntproxy,3346,udp
trnsprntproxy,3346,tcp
chevinservices,3349,udp
chevinservices,3349,tcp
findviatv,3350,udp
findviatv,3350,tcp
btrieve,3351,udp
btrieve,3351,tcp
ssql,3352,udp
ssql,3352,tcp
fatpipe,3353,udp
fatpipe,3353,tcp
suitjd,3354,udp
suitjd,3354,tcp
upnotifyps,3356,udp
upnotifyps,3356,tcp
mpsysrmsvr,3358,udp
mpsysrmsvr,3358,tcp
creativeserver,3364,udp
creativeserver,3364,tcp
contentserver,3365,udp
contentserver,3365,tcp
creativepartnr,3366,udp
creativepartnr,3366,tcp
tip2,3372,udp
tip2,3372,tcp
cdbroker,3376,udp
cdbroker,3376,tcp
wsicopy,3378,udp
wsicopy,3378,tcp
socorfs,3379,udp
socorfs,3379,tcp
geneous,3381,udp
geneous,3381,tcp
qnxnetman,3385,udp
qnxnetman,3385,tcp
backroomnet,3387,udp
backroomnet,3387,tcp
cbserver,3388,udp
cbserver,3388,tcp
dsc,3390,udp
dsc,3390,tcp
savant,3391,udp
savant,3391,tcp
printer_agent,3396,udp
printer_agent,3396,tcp
mercantile,3398,udp
mercantile,3398,tcp
csms,3399,udp
csms,3399,tcp
csms2,3400,udp
csms2,3400,tcp
filecast,3401,udp
filecast,3401,tcp
copysnap,3403,udp
copysnap,3403,tcp
issapi,3408,udp
issapi,3408,tcp
networklens,3409,udp
networklens,3409,tcp
networklenss,3410,udp
networklenss,3410,tcp
xmlblaster,3412,udp
xmlblaster,3412,tcp
svnet,3413,udp
svnet,3413,tcp
bcinameservice,3415,udp
bcinameservice,3415,tcp
commandport,3416,udp
commandport,3416,tcp
csvr,3417,udp
csvr,3417,tcp
rnmap,3418,udp
rnmap,3418,tcp
softaudit,3419,udp
softaudit,3419,tcp
bmap,3421,udp
bmap,3421,tcp
xtrm,3423,udp
xtrm,3423,tcp
xtrms,3424,udp
xtrms,3424,tcp
arkivio,3426,udp
arkivio,3426,tcp
twcss,3428,udp
twcss,3428,tcp
gcsp,3429,udp
gcsp,3429,tcp
ssdispatch,3430,udp
ssdispatch,3430,tcp
osdcp,3432,udp
osdcp,3432,tcp
opencm,3434,udp
opencm,3434,tcp
pacom,3435,udp
pacom,3435,tcp
autocueds,3437,udp
autocueds,3437,tcp
monp,3445,udp
monp,3445,tcp
3comfaxrpc,3446,udp
3comfaxrpc,3446,tcp
cddn,3447,udp
cddn,3447,tcp
castorproxy,3450,udp
castorproxy,3450,tcp
asam,3451,udp
asam,3451,tcp
pscupd,3453,udp
pscupd,3453,tcp
mira,3454,tcp
prsvp,3455,udp
prsvp,3455,tcp
vat,3456,udp
vat,3456,tcp
d3winosfi,3458,udp
d3winosfi,3458,tcp
integral,3459,udp
integral,3459,tcp
workflow,3466,udp
workflow,3466,tcp
rcst,3467,udp
rcst,3467,tcp
ttcmremotectrl,3468,udp
ttcmremotectrl,3468,tcp
pluribus,3469,udp
pluribus,3469,tcp
jt400,3470,udp
jt400,3470,tcp
ttntspauto,3474,udp
ttntspauto,3474,tcp
nppmp,3476,udp
nppmp,3476,tcp
ecomm,3477,udp
ecomm,3477,tcp
twrpc,3479,udp
twrpc,3479,tcp
plethora,3480,udp
plethora,3480,tcp
cleanerliverc,3481,udp
cleanerliverc,3481,tcp
vulture,3482,udp
vulture,3482,tcp
celatalk,3485,udp
celatalk,3485,tcp
ltcudp,3487,udp
ltctcp,3487,tcp
colubris,3490,udp
colubris,3490,tcp
nut,3493,udp
nut,3493,tcp
ibm3494,3494,udp
ibm3494,3494,tcp
ipether232port,3497,udp
ipether232port,3497,tcp
avinstalldisc,3502,udp
avinstalldisc,3502,tcp
ironstorm,3504,udp
ironstorm,3504,tcp
ccmcomm,3505,udp
ccmcomm,3505,tcp
interactionweb,3508,udp
interactionweb,3508,tcp
aztec,3512,udp
aztec,3512,tcp
arcpd,3513,udp
arcpd,3513,tcp
galileo,3519,udp
nvmsgd,3519,tcp
galileolog,3520,udp
galileolog,3520,tcp
mc3ss,3521,udp
mc3ss,3521,tcp
nssocketport,3522,udp
nssocketport,3522,tcp
odeumservlink,3523,udp
odeumservlink,3523,tcp
ecmport,3524,udp
ecmport,3524,tcp
eisport,3525,udp
eisport,3525,tcp
gf,3530,udp
gf,3530,tcp
joltid,3531,udp
joltid,3531,tcp
snac,3536,udp
snac,3536,tcp
teredo,3544,udp
teredo,3544,tcp
camac,3545,udp
camac,3545,tcp
interworld,3548,udp
interworld,3548,tcp
ssmpp,3550,udp
ssmpp,3550,tcp
apcupsd,3551,udp
apcupsd,3551,tcp
taserver,3552,udp
taserver,3552,tcp
questnotify,3554,udp
questnotify,3554,tcp
razor,3555,udp
razor,3555,tcp
sdbproxy,3562,udp
sdbproxy,3562,tcp
watcomdebug,3563,udp
watcomdebug,3563,tcp
esimport,3564,udp
esimport,3564,tcp
m2pa,3565,sctp
m2pa,3565,tcp
megaregsvrport,3572,udp
megaregsvrport,3572,tcp
ttat3lb,3579,udp
ttat3lb,3579,tcp
kfxaclicensing,3581,udp
kfxaclicensing,3581,tcp
press,3582,udp
press,3582,tcp
p2pgroup,3587,udp
p2pgroup,3587,tcp
sentinel,3588,udp
sentinel,3588,tcp
isomair,3589,udp
isomair,3589,tcp
bpmd,3593,udp
bpmd,3593,tcp
mediaspace,3594,udp
mediaspace,3594,tcp
shareapp,3595,udp
shareapp,3595,tcp
a14,3597,udp
a14,3597,tcp
a15,3598,udp
a15,3598,tcp
infiniswitchcl,3602,udp
infiniswitchcl,3602,tcp
splitlock,3606,udp
splitlock,3606,tcp
echonet,3610,udp
echonet,3610,tcp
volley,3625,udp
volley,3625,tcp
jamserverport,3627,udp
jamserverport,3627,tcp
escvpnet,3629,udp
escvpnet,3629,tcp
distcc,3632,udp
distcc,3632,tcp
wacp,3633,udp
wacp,3633,tcp
hlibmgr,3634,udp
hlibmgr,3634,tcp
sdo,3635,udp
sdo,3635,tcp
opscenter,3636,udp
opscenter,3636,tcp
scservp,3637,udp
scservp,3637,tcp
audiojuggler,3643,udp
audiojuggler,3643,tcp
ssowatch,3644,udp
ssowatch,3644,tcp
cyc,3645,udp
cyc,3645,tcp
fjcp,3648,udp
fjcp,3648,tcp
nmmp,3649,udp
nmmp,3649,tcp
vxcrnbuport,3652,udp
vxcrnbuport,3652,tcp
tsp,3653,udp
tsp,3653,tcp
vaprtm,3654,udp
vaprtm,3654,tcp
abatemgr,3655,udp
abatemgr,3655,tcp
abatjss,3656,udp
abatjss,3656,tcp
pserver,3662,udp
pserver,3662,tcp
dtp,3663,udp
dtp,3663,tcp
infoexch,3667,udp
infoexch,3667,tcp
casanswmgmt,3669,udp
casanswmgmt,3669,tcp
smile,3670,udp
smile,3670,tcp
efcp,3671,udp
efcp,3671,tcp
calltrax,3675,udp
calltrax,3675,tcp
roverlog,3677,udp
roverlog,3677,tcp
tnmpv2,3686,udp
tnmpv2,3686,tcp
daap,3689,udp
daap,3689,tcp
svn,3690,udp
svn,3690,tcp
intelsync,3692,udp
intelsync,3692,tcp
gttp,3693,udp
gttp,3693,tcp
vpncpp,3694,udp
vpncpp,3694,tcp
telnetcpcd,3696,udp
telnetcpcd,3696,tcp
sagectlpanel,3698,udp
sagectlpanel,3698,tcp
netcelera,3701,udp
netcelera,3701,tcp
tftps,3713,udp
tftps,3713,tcp
itelserverport,3719,udp
itelserverport,3719,tcp
xsync,3721,udp
xsync,3721,tcp
xserveraid,3722,udp
xserveraid,3722,tcp
sychrond,3723,udp
sychrond,3723,tcp
battlenet,3724,udp
battlenet,3724,tcp
smap,3731,udp
smap,3731,tcp
pwdis,3735,udp
pwdis,3735,tcp
versatalk,3738,udp
versatalk,3738,tcp
heartbeat,3740,udp
heartbeat,3740,tcp
wysdma,3741,udp
wysdma,3741,tcp
sasg,3744,udp
sasg,3744,tcp
linktest,3746,udp
linktest,3746,tcp
webdata,3748,udp
webdata,3748,tcp
cimtrak,3749,udp
cimtrak,3749,tcp
vipremoteagent,3752,udp
vipremoteagent,3752,tcp
nattyserver,3753,udp
nattyserver,3753,tcp
timestenbroker,3754,udp
timestenbroker,3754,tcp
adtempusclient,3760,udp
adtempusclient,3760,tcp
gsakmp,3761,udp
gsakmp,3761,tcp
rtraceroute,3765,udp
rtraceroute,3765,tcp
rblcheckd,3768,udp
rblcheckd,3768,tcp
cindycollab,3770,udp
cindycollab,3770,tcp
ctp,3772,udp
ctp,3772,tcp
ctdhercules,3773,udp
ctdhercules,3773,tcp
zicom,3774,udp
zicom,3774,tcp
ispmmgr,3775,udp
ispmmgr,3775,tcp
cognima,3779,udp
cognima,3779,tcp
nnp,3780,udp
nnp,3780,tcp
upstriggervsw,3786,tcp
upstriggervsw,3786,udp
fintrx,3787,tcp
fintrx,3787,udp
remotedeploy,3789,tcp
remotedeploy,3789,udp
quickbooksrds,3790,tcp
quickbooksrds,3790,udp
tvnetworkvideo,3791,tcp
tvnetworkvideo,3791,udp
sitewatch,3792,tcp
sitewatch,3792,udp
dcsoftware,3793,tcp
dcsoftware,3793,udp
